1080103491,move,8,0,300000,,
1080103526,iterate,7,262101,2066735317,37899,37500
1080103565,iterate,6,224203,2066774213,37898,37443
1080103604,iterate,5,186305,2066813109,37898,37367
1080103643,iterate,4,148407,2066852005,37898,37261
1080103682,iterate,3,110508,2066890901,37899,37101
1080103720,iterate,2,73607,2066928800,36901,36836
1080103757,iterate,1,36707,2066966698,36900,36803
1080103796,iterate,0,0,2067005594,36901,36707
